row id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
6206,46,technician,married,professional.course,no,no,yes,telephone,jun,mon,63,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
6212,38,blue-collar,married,high.school,no,yes,yes,telephone,jun,mon,192,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
6245,25,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,97,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
6253,48,technician,married,professional.course,unknown,no,no,telephone,jun,mon,105,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
6258,30,services,married,high.school,no,no,no,telephone,jun,mon,151,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
6272,49,admin.,divorced,high.school,no,yes,no,telephone,jun,mon,537,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
6314,36,technician,married,professional.course,no,yes,no,telephone,jun,mon,302,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
6365,39,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,200,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
6397,33,admin.,single,university.degree,no,no,no,telephone,jun,mon,335,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
6430,52,technician,divorced,professional.course,unknown,yes,no,telephone,jun,mon,56,8,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
6441,39,admin.,married,university.degree,no,no,no,telephone,jun,mon,178,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
6451,56,services,married,basic.4y,unknown,no,no,telephone,jun,mon,746,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
6486,57,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,mon,716,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
6498,39,technician,single,professional.course,unknown,no,no,telephone,jun,mon,432,4,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,yes
6501,44,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,tue,154,5,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6533,33,technician,married,professional.course,no,no,yes,telephone,jun,tue,46,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6557,40,blue-collar,divorced,basic.9y,unknown,no,no,telephone,jun,tue,479,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6567,31,management,single,university.degree,no,no,no,telephone,jun,tue,166,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6577,37,admin.,single,high.school,no,yes,no,telephone,jun,tue,384,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6587,56,entrepreneur,married,unknown,unknown,yes,no,telephone,jun,tue,536,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6604,47,technician,single,professional.course,unknown,no,no,telephone,jun,tue,126,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6636,36,services,married,high.school,unknown,yes,no,telephone,jun,tue,120,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6654,31,housemaid,married,high.school,no,no,no,telephone,jun,tue,680,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6659,57,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,177,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6667,58,technician,married,university.degree,no,yes,no,telephone,jun,tue,108,12,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6671,24,admin.,single,high.school,no,no,no,telephone,jun,tue,768,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
6677,42,management,married,university.degree,no,no,no,telephone,jun,tue,236,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6685,60,admin.,married,university.degree,unknown,no,no,telephone,jun,tue,111,7,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6697,39,admin.,married,university.degree,no,yes,yes,telephone,jun,tue,178,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6705,26,blue-collar,single,high.school,no,yes,no,telephone,jun,tue,167,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6708,33,admin.,married,university.degree,no,no,no,telephone,jun,tue,133,3,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6718,42,admin.,married,unknown,unknown,no,no,telephone,jun,tue,14,21,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6722,40,admin.,single,university.degree,unknown,yes,no,telephone,jun,tue,176,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6726,60,retired,single,high.school,no,no,no,telephone,jun,tue,136,4,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6758,52,unemployed,married,high.school,unknown,yes,no,telephone,jun,tue,70,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6764,49,admin.,married,university.degree,no,no,no,telephone,jun,tue,88,6,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6774,35,services,married,high.school,unknown,no,no,telephone,jun,wed,173,14,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6802,54,admin.,divorced,unknown,unknown,no,no,telephone,jun,wed,38,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6833,46,technician,married,professional.course,unknown,yes,no,telephone,jun,wed,77,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6859,27,student,single,university.degree,unknown,yes,no,telephone,jun,wed,235,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6889,31,admin.,married,high.school,no,unknown,unknown,telephone,jun,wed,360,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6892,39,admin.,single,high.school,no,no,no,telephone,jun,wed,213,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6919,30,services,single,high.school,no,no,no,telephone,jun,wed,245,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6960,25,services,single,high.school,no,no,yes,telephone,jun,wed,729,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6965,46,blue-collar,married,high.school,no,yes,no,telephone,jun,wed,216,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
6991,37,blue-collar,married,professional.course,no,yes,no,telephone,jun,thu,65,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7001,33,admin.,single,professional.course,no,no,no,telephone,jun,thu,104,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7022,46,admin.,single,university.degree,no,no,no,telephone,jun,thu,57,6,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7046,41,technician,married,professional.course,no,no,no,telephone,jun,thu,67,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7081,40,unemployed,divorced,high.school,no,no,yes,telephone,jun,thu,257,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7084,53,services,married,high.school,unknown,yes,no,telephone,jun,thu,108,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7091,37,blue-collar,married,high.school,no,no,no,telephone,jun,thu,280,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7092,50,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jun,thu,80,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7104,35,technician,married,professional.course,no,yes,no,telephone,jun,thu,160,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7111,31,services,married,high.school,unknown,no,no,telephone,jun,thu,447,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7116,41,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,348,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7162,35,blue-collar,married,professional.course,no,yes,no,telephone,jun,thu,181,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7164,57,self-employed,married,university.degree,unknown,yes,no,telephone,jun,thu,318,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7173,45,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,272,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7174,31,admin.,single,basic.9y,no,no,no,telephone,jun,thu,105,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7177,52,housemaid,married,basic.4y,unknown,no,no,telephone,jun,thu,92,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7181,34,services,single,high.school,no,no,no,telephone,jun,thu,729,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7183,30,technician,divorced,professional.course,no,yes,no,telephone,jun,thu,330,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7187,46,admin.,divorced,university.degree,no,no,no,telephone,jun,thu,353,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7192,56,technician,married,professional.course,unknown,yes,no,telephone,jun,thu,150,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7193,39,management,divorced,university.degree,unknown,no,no,telephone,jun,thu,91,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7194,35,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,thu,144,7,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7199,51,unemployed,married,high.school,no,no,no,telephone,jun,thu,93,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7208,52,blue-collar,married,unknown,unknown,yes,no,telephone,jun,thu,60,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7232,57,technician,single,professional.course,no,yes,no,telephone,jun,thu,451,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7237,29,services,single,high.school,no,no,no,telephone,jun,thu,240,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7243,32,housemaid,single,high.school,no,no,no,telephone,jun,thu,406,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
7263,60,admin.,single,high.school,no,no,no,telephone,jun,fri,118,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
7264,35,technician,married,university.degree,no,yes,no,telephone,jun,fri,246,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
7274,45,self-employed,married,basic.4y,unknown,no,no,telephone,jun,fri,339,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
7297,44,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,fri,110,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
7299,39,technician,married,unknown,no,no,no,telephone,jun,fri,237,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
7324,56,blue-collar,married,high.school,unknown,yes,no,telephone,jun,fri,79,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
7332,58,services,married,high.school,unknown,yes,yes,telephone,jun,fri,136,13,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
7345,42,technician,single,professional.course,unknown,no,no,telephone,jun,fri,29,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
7346,32,unemployed,single,high.school,unknown,yes,no,telephone,jun,fri,219,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
7361,46,admin.,married,university.degree,no,yes,no,telephone,jun,fri,193,7,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
7382,31,technician,married,professional.course,no,no,no,telephone,jun,fri,163,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
7414,57,retired,married,university.degree,no,yes,no,telephone,jun,fri,59,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
7510,29,technician,married,university.degree,no,no,yes,telephone,jun,fri,252,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
7513,47,retired,married,basic.4y,unknown,no,yes,telephone,jun,fri,37,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
7521,37,entrepreneur,married,basic.9y,no,no,no,telephone,jun,fri,50,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
7535,58,retired,married,basic.9y,no,no,no,telephone,jun,fri,33,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
7537,25,admin.,married,university.degree,no,yes,no,telephone,jun,fri,109,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
7555,38,blue-collar,single,basic.4y,no,yes,no,telephone,jun,mon,108,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7559,37,technician,married,basic.9y,no,no,no,telephone,jun,mon,226,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7560,51,entrepreneur,divorced,university.degree,unknown,no,no,telephone,jun,mon,60,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7569,40,blue-collar,married,basic.9y,unknown,unknown,unknown,telephone,jun,mon,65,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7641,31,admin.,single,university.degree,no,no,no,telephone,jun,mon,104,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7644,46,admin.,single,university.degree,unknown,yes,no,telephone,jun,mon,186,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7647,27,technician,single,professional.course,no,yes,yes,telephone,jun,mon,522,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7656,35,admin.,married,high.school,no,no,no,telephone,jun,mon,250,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7659,32,technician,married,professional.course,no,yes,no,telephone,jun,mon,127,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7665,40,technician,married,professional.course,no,no,no,telephone,jun,mon,119,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7666,33,management,married,high.school,no,no,yes,telephone,jun,mon,117,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7678,31,blue-collar,married,basic.4y,no,yes,yes,telephone,jun,mon,240,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7688,36,admin.,single,high.school,no,no,no,telephone,jun,mon,98,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7716,32,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,188,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7717,30,blue-collar,single,basic.4y,no,no,no,telephone,jun,mon,17,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7732,47,blue-collar,married,high.school,unknown,yes,no,telephone,jun,mon,224,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7737,34,management,single,high.school,no,yes,no,telephone,jun,mon,220,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7776,48,services,married,basic.6y,unknown,no,yes,telephone,jun,mon,511,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7777,54,retired,married,university.degree,unknown,no,no,telephone,jun,mon,26,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7781,40,housemaid,single,university.degree,no,no,no,telephone,jun,mon,126,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
7812,33,admin.,married,university.degree,no,yes,no,telephone,jun,wed,305,10,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
7841,35,services,single,high.school,unknown,no,yes,telephone,jun,wed,328,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
7853,47,management,married,basic.4y,unknown,no,no,telephone,jun,wed,79,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
7877,33,admin.,married,university.degree,no,no,no,telephone,jun,wed,436,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
7892,44,unemployed,single,basic.4y,no,no,no,telephone,jun,wed,33,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
7903,52,unemployed,married,unknown,no,yes,no,telephone,jun,wed,110,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
7919,38,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,wed,74,13,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
7940,36,unemployed,single,university.degree,no,yes,no,telephone,jun,wed,150,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
7986,36,blue-collar,married,basic.6y,no,yes,no,telephone,jun,thu,614,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes
8039,35,blue-collar,married,basic.6y,no,yes,no,telephone,jun,thu,64,6,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
8041,50,entrepreneur,married,basic.9y,no,yes,no,telephone,jun,thu,119,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
8085,36,self-employed,divorced,university.degree,no,yes,no,telephone,jun,thu,130,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
8094,43,blue-collar,married,basic.4y,no,unknown,unknown,telephone,jun,thu,1618,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,yes
8117,38,admin.,married,university.degree,no,no,no,telephone,jun,thu,361,2,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1,no
8145,41,admin.,divorced,high.school,no,no,no,telephone,jun,mon,686,11,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,yes
8153,34,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,95,8,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
8174,34,admin.,married,university.degree,no,no,no,telephone,jun,mon,146,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
8194,56,blue-collar,single,basic.6y,unknown,no,no,telephone,jun,mon,35,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
8202,47,services,married,unknown,unknown,no,no,telephone,jun,mon,32,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
8215,34,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,263,8,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
8222,44,technician,divorced,professional.course,no,yes,no,telephone,jun,mon,289,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
8223,51,management,married,basic.4y,no,yes,no,telephone,jun,mon,124,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
8232,26,admin.,married,high.school,no,no,yes,telephone,jun,mon,1021,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
8235,27,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,209,12,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
8241,52,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,401,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
8244,55,housemaid,married,professional.course,no,no,no,telephone,jun,mon,394,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
8252,41,blue-collar,divorced,basic.6y,no,no,no,telephone,jun,mon,66,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
8273,35,services,single,high.school,no,no,no,telephone,jun,mon,41,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
8275,35,admin.,divorced,university.degree,no,no,no,telephone,jun,mon,41,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
8277,25,self-employed,single,university.degree,no,no,no,telephone,jun,mon,178,7,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
8287,50,services,single,high.school,no,no,no,telephone,jun,mon,162,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
8315,32,blue-collar,divorced,basic.9y,unknown,yes,no,telephone,jun,mon,1009,5,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
8341,31,services,married,high.school,no,no,no,telephone,jun,tue,37,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8354,47,entrepreneur,married,professional.course,unknown,yes,no,telephone,jun,tue,78,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8357,50,admin.,married,high.school,no,no,no,telephone,jun,tue,442,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8359,46,housemaid,married,basic.4y,unknown,no,yes,telephone,jun,tue,166,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8367,51,blue-collar,married,basic.4y,no,yes,no,telephone,jun,tue,83,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8379,31,blue-collar,married,professional.course,no,no,no,telephone,jun,tue,70,8,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8414,25,technician,married,high.school,no,no,no,telephone,jun,tue,157,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8420,36,blue-collar,married,basic.9y,no,unknown,unknown,telephone,jun,tue,30,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8434,46,blue-collar,married,university.degree,no,yes,yes,telephone,jun,tue,436,5,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8442,27,entrepreneur,single,university.degree,no,no,no,telephone,jun,tue,259,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8453,30,technician,single,university.degree,no,no,no,telephone,jun,tue,179,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8464,49,admin.,single,unknown,unknown,unknown,unknown,telephone,jun,tue,479,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8496,45,blue-collar,married,basic.6y,unknown,no,no,telephone,jun,tue,171,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8500,28,student,single,high.school,unknown,no,no,telephone,jun,tue,256,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8517,57,self-employed,married,university.degree,unknown,no,no,telephone,jun,tue,187,7,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8576,28,management,married,high.school,unknown,no,no,telephone,jun,tue,61,6,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8590,59,admin.,married,university.degree,no,yes,no,telephone,jun,wed,47,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
8597,46,technician,divorced,professional.course,no,no,no,telephone,jun,wed,53,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
8613,46,unemployed,divorced,basic.9y,no,no,no,telephone,jun,wed,283,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
8615,30,admin.,married,university.degree,no,no,yes,telephone,jun,wed,18,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
8632,54,housemaid,married,basic.4y,unknown,no,no,telephone,jun,wed,221,5,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
8643,35,technician,married,professional.course,no,no,no,telephone,jun,wed,1528,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,yes
8655,43,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,wed,173,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
8675,38,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,wed,41,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
8696,28,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,387,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
8724,57,unemployed,married,basic.9y,no,yes,no,telephone,jun,wed,422,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
8729,25,technician,married,professional.course,no,yes,no,telephone,jun,wed,149,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
8744,44,entrepreneur,married,professional.course,no,no,yes,telephone,jun,wed,307,14,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
8794,41,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,378,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
8802,30,entrepreneur,married,high.school,no,unknown,unknown,telephone,jun,wed,120,8,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
8811,33,self-employed,married,university.degree,no,no,no,telephone,jun,wed,113,2,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
8814,42,blue-collar,married,unknown,unknown,no,no,telephone,jun,wed,82,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
8822,33,admin.,married,high.school,no,no,no,telephone,jun,wed,43,4,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
8841,34,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,thu,266,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8849,50,technician,married,professional.course,unknown,no,no,telephone,jun,thu,64,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8851,47,admin.,divorced,high.school,no,no,no,telephone,jun,thu,149,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8883,32,services,married,high.school,no,no,no,telephone,jun,thu,653,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8885,47,management,married,basic.4y,no,no,yes,telephone,jun,thu,216,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8893,37,technician,single,professional.course,no,no,no,telephone,jun,thu,635,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8894,48,services,divorced,basic.6y,unknown,yes,no,telephone,jun,thu,122,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8918,33,services,married,university.degree,no,no,no,telephone,jun,thu,254,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8980,25,blue-collar,single,basic.9y,no,yes,no,telephone,jun,thu,74,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
8982,23,blue-collar,single,basic.9y,no,no,no,telephone,jun,thu,359,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9019,31,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,296,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9023,33,blue-collar,divorced,basic.9y,no,no,no,telephone,jun,thu,149,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9028,34,housemaid,single,university.degree,no,no,no,telephone,jun,thu,267,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9032,43,technician,single,professional.course,no,unknown,unknown,telephone,jun,thu,104,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9045,32,unknown,unknown,university.degree,no,no,no,telephone,jun,thu,36,7,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9087,43,unemployed,married,basic.4y,unknown,no,no,telephone,jun,fri,744,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
9100,32,services,married,high.school,no,yes,no,telephone,jun,fri,157,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
9127,37,services,married,high.school,no,no,no,telephone,jun,fri,115,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
9136,37,housemaid,married,high.school,no,no,yes,telephone,jun,fri,31,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no
